3000. 0.709266663

3050. 0.666614115

3100. 0.62731874

3150. 0.591068327

3200. 0.557584167

3250. 0.526616693

3300. 0.497942328

3350. 0.471360266

3400. 0.446689993

3450. 0.423768848

3500. 0.402450085

3550. 0.382601142

3600. 0.364102066

3650. 0.346844196

3700. 0.330728948

3750. 0.315666676

3800. 0.301575929

3850. 0.288382441

3900. 0.27601853

3950. 0.264422387

4000. 0.253537506

4050. 0.24331215

4100. 0.233698964

4150. 0.224654481

4200. 0.21613881

4250. 0.208115265

4300. 0.200550109

4350. 0.193412289

4400. 0.186673149

4450. 0.180306271

4500. 0.174287245

4550. 0.168593511

4600. 0.163204208

4650. 0.158099994

4700. 0.153262973

4750. 0.14867653

4800. 0.144325256

4850. 0.140194833

4900. 0.136271924

4950. 0.13254416

5000. 0.129000008

5050. 0.125628695

5100. 0.122420244

5150. 0.119365282

5200. 0.116455086

5250. 0.113681495

5300. 0.111036889

5350. 0.108514145

5400. 0.106106579

5450. 0.103807941

5500. 0.101612359

5550. 0.0995143577

5600. 0.0975087583

5650. 0.0955907404

5700. 0.0937557369

5750. 0.0919994786

5800. 0.0903179497

5850. 0.0887073651

5900. 0.0871641561

5950. 0.0856849775

6000. 0.0842666626

6050. 0.0829062387

6100. 0.0816008821

6150. 0.0803479403

6200. 0.0791449174

6250. 0.0779894367

6300. 0.0768792704

6350. 0.0758122951

6400. 0.0747865066

6450. 0.0738000199

6500. 0.0728510395

6550. 0.0719378665

6600. 0.0710588917

6650. 0.0702125877

6700. 0.0693975165

6750. 0.0686122924

6800. 0.0678556263

6850. 0.0671262667

6900. 0.0664230511

6950. 0.0657448545

7000. 0.0650906265

7050. 0.0644593537

7100. 0.0638500676

7150. 0.0632618666

7200. 0.062693879

7250. 0.0621452704

7300. 0.0616152622

7350. 0.0611030944

7400. 0.0606080554

7450. 0.0601294637

7500. 0.0596666671

7550. 0.05921904

7600. 0.0587859936

7650. 0.0583669618

7700. 0.0579614006

7750. 0.057568796

7800. 0.0571886562

7850. 0.0568205081

7900. 0.0564638972

7950. 0.0561183989

8000. 0.0557835922

8050. 0.0554590896

8100. 0.0551445074

8150. 0.0548394881

8200. 0.0545436852

8250. 0.0542567633

8300. 0.0539784022

8350. 0.0537083037

8400. 0.0534461737

8450. 0.0531917289

8500. 0.0529447012

8550. 0.0527048372

8600. 0.0524718799

8650. 0.052245602

8700. 0.0520257652

8750. 0.0518121608

8800. 0.051604569

8850. 0.0514027961

8900. 0.0512066409

8950. 0.0510159172

9000. 0.0508304499

9050. 0.0506500639

9100. 0.0504745916

9150. 0.0503038764

9200. 0.050137762

9250. 0.0499760993

9300. 0.0498187467

9350. 0.0496655703

9400. 0.0495164357

9450. 0.0493712127

9500. 0.0492297821

9550. 0.0490920246

9600. 0.0489578284

9650. 0.0488270782

9700. 0.048699677

9750. 0.0485755131

9800. 0.0484544933

9850. 0.0483365245

9900. 0.0482215099

9950. 0.0481093638

10000. 0.0480000004

10050. 0.0478933342

10100. 0.0477892905

10150. 0.047687795

10200. 0.0475887656

10250. 0.0474921316

10300. 0.0473978296

10350. 0.0473057851

10400. 0.0472159423

10450. 0.0471282303

